card_identifier;name;rarity;magic_ink_colors;got_normal;got_foil
59;URSULA;Légendaire;Améthyste;2;0
60;YZMA;Commune;Améthyste;28;3
61;ZEUS;Rare;Améthyste;8;0
62;EMBERLIFICOTAGE;"Peu commune";Améthyste;9;0
63;GEL;Commune;Améthyste;30;0
64;"MES AMIS DE L'AU-DELÀ";Commune;Améthyste;11;0
65;Réflexion;"Peu commune";Améthyste;16;0
66;"MIROIR MAGIQUE";Rare;Améthyste;4;1
67;"CHAUDRON D'URSULA";"Peu commune";Améthyste;12;1
68;"MONTRE À GOUSSET";Rare;Améthyste;4;0
69;Aladdin;Commune;Émeraude;28;2
70;"LA BÊTE";Légendaire;Émeraude;0;0
71;"CHAT DU CHESHIRE";"Peu commune";Émeraude;10;2
72;"CRUELLA D'ENFER";Rare;Émeraude;4;1
73;"LE DUC DE WESELTON";Commune;Émeraude;29;1
74;"FLYNN RIDER";"Peu commune";Émeraude;10;0
75;GÉNIE;"Super rare";Émeraude;4;1
76;GÉNIE;Rare;Émeraude;7;0
77;GÉNIE;Commune;Émeraude;26;2
78;HANS;Rare;Émeraude;3;0
79;HORACE;Commune;Émeraude;28;1
80;IAGO;Rare;Émeraude;11;0
81;JASPER;"Peu commune";Émeraude;22;1
82;"JOHN SILVER";Légendaire;Émeraude;0;0
83;"JUMBA JOOKIBA";"Peu commune";Émeraude;19;2
84;KUZCO;Rare;Émeraude;6;1
85;"MADAME DE TRÉMAINE";Rare;Émeraude;8;1
86;"LE CHAPELIER FOU";"Peu commune";Émeraude;19;0
87;MÉGARA;Commune;Émeraude;26;1
88;"MICKEY MOUSE";"Super rare";Émeraude;5;1
89;"MICKEY MOUSE";Commune;Émeraude;29;1
90;"MÈRE GOTHEL";"Super rare";Émeraude;8;0
91;"PETER PAN";Commune;Émeraude;30;3
92;TAMATOA;"Peu commune";Émeraude;13;1
93;"LA FÉE CLOCHETTE";Commune;Émeraude;26;1
94;"RECOMMENCE !";Rare;Émeraude;8;1
95;"N'ÉCOUTE QUE MOI";"Peu commune";Émeraude;7;1
96;RUÉE;Commune;Émeraude;25;3
97;"VOLER AUX RICHES";Rare;Émeraude;8;0
98;"CRUELLE DIABLESSE";Commune;Émeraude;16;1
99;"LA BÊTE EST À MOI !";"Peu commune";Émeraude;18;0
100;"TRAHISON BRUTALE";Commune;Émeraude;28;2
101;"CARTES DU DR. FACILIER";"Peu commune";Émeraude;20;2
102;"CIMETERRE VOLÉ";Commune;Émeraude;30;2
103;ABU;Commune;Rubis;28;4
104;ALADDIN;"Super rare";Rubis;8;0
105;ALADDIN;Commune;Rubis;29;1
106;CAPITAINE;"Peu commune";Rubis;21;2
107;"CAPITAINE CROCHET";Rare;Rubis;7;1
108;DONALD;"Peu commune";Rubis;22;2
109;ELSA;Commune;Rubis;26;1
110;GASTON;Commune;Rubis;23;1
111;DINGO;Commune;Rubis;26;1
112;"LE FOU";Rare;Rubis;8;1
113;MALÉFIQUE;Légendaire;Rubis;0;0
114;MAUI;Rare;Rubis;0;0
115;"MICKEY MOUSE";Légendaire;Rubis;0;0
116;MINNIE;Commune;Rubis;20;3
117;VAIANA;"Peu commune";Rubis;18;1
118;MULAN;"Super rare";Rubis;5;0
119;"PETER PAN";Commune;Rubis;26;3
120;PONGO;Commune;Rubis;30;1
121;RAIPONCE;"Peu commune";Rubis;24;0
122;SCAR;Commune;Rubis;27;1
123;SCAR;Rare;Rubis;8;0
124;"SERGENT TIBS";Commune;Rubis;29;1
125;STITCH;Rare;Rubis;8;1
126;"TE KĀ";"Super rare";Rubis;7;0
127;TIGROU;"Peu commune";Rubis;15;2
128;"SOYEZ PRÊTES !";Rare;Rubis;4;0
129;"DROIT AU BUT";"Peu commune";Rubis;18;2
130;"FEU DU DRAGON";"Peu commune";Rubis;16;1
131;"ATTISER LES FLAMMES";"Peu commune";Rubis;14;1
132;"IL A UN SABRE !";Commune;Rubis;28;0
133;ENCHEVÊTRÉ;Commune;Rubis;23;4
134;"POMME EMPOISONNÉE";Rare;Rubis;7;0
135;"BOUCLIER DE VERTU";"Peu commune";Rubis;17;1
136;"ÉPÉE DE VÉRITÉ";Rare;Rubis;9;0
137;ARIEL;Rare;Saphir;6;0
138;AURORE;Commune;Saphir;27;1
139;AURORE;"Super rare";Saphir;4;0
140;AURORE;"Peu commune";Saphir;22;2
141;BELLE;"Peu commune";Saphir;16;2
142;BELLE;Légendaire;Saphir;1;1
143;TUI;"Peu commune";Saphir;15;0
144;DONALD;Commune;Saphir;27;2
145;POLOCHON;Commune;Saphir;27;3
146;"GRAND-MÈRE TALA";"Peu commune";Saphir;15;0
147;HADÈS;Légendaire;Saphir;0;0
148;JASMINE;Commune;Saphir;26;1
149;JASMINE;Rare;Saphir;6;0
150;MALÉFIQUE;Commune;Saphir;30;2
151;MALÉFIQUE;Rare;Saphir;8;1
152;MAURICE;Rare;Saphir;6;0
153;MERLIN;Commune;Saphir;27;2
154;"MICKEY MOUSE";Commune;Saphir;29;3
155;MUFASA;Commune;Saphir;26;3
156;PHILOCTÈTE;Commune;Saphir;27;2
157;"ROBIN DES BOIS";"Super rare";Saphir;5;0
158;SCAR;Rare;Saphir;10;0
159;TAMATOA;"Super rare";Saphir;6;1
160;TRITON;"Peu commune";Saphir;15;1
161;"DÉVELOPPE TON CERVEAU";Commune;Saphir;30;2
162;"SI C'EST PAS BAROQUE...";Rare;Saphir;4;1
163;"LIBÉRÉE, DÉLIVRÉE";Rare;Saphir;3;0
164;"JE VOLE";"Peu commune";Saphir;12;2
165;"TRAVAIL D'ÉQUIPE";Commune;Saphir;25;1
166;"PANIER DE NOIX DE COCO";"Peu commune";Saphir;10;1
167;"ŒIL DES MOIRES";"Peu commune";Saphir;21;0
168;"PLUME EN FORME D'ARÊTE";Rare;Saphir;3;0
169;"FLEUR AUX PÉTALES D'OR";Commune;Saphir;29;0
170;"SCEPTRE D'ARENDELLE";"Peu commune";Saphir;15;0
171;ALADDIN;Commune;Acier;26;1
172;"LA BÊTE";"Peu commune";Acier;22;0
173;"CAPITAINE CROCHET";Rare;Acier;5;1
174;"CAPITAINE CROCHET";Commune;Acier;19;3
175;"CAPITAINE CROCHET";Rare;Acier;8;1
176;CERBÈRE;Commune;Acier;26;0
177;DONALD;"Peu commune";Acier;18;2
178;GANTU;Légendaire;Acier;0;0
179;CRÉATURES;Commune;Acier;26;4
180;HANS;"Super rare";Acier;5;1
181;HERCULE;Commune;Acier;23;3
182;KRISTOFF;Commune;Acier;26;4
183;KRONK;"Peu commune";Acier;16;1
184;LILO;"Peu commune";Acier;21;2
185;MAUI;Rare;Acier;10;0
186;"MICKEY MOUSE";Rare;Acier;7;0
187;"PRINCE ERIC";Commune;Acier;32;2
188;SIMBA;Commune;Acier;23;1
189;SIMBA;Rare;Acier;10;1
190;SIMBA;"Peu commune";Acier;18;0
191;"MONSIEUR STARKEY";"Peu commune";Acier;14;4
192;"TE KĀ";Légendaire;Acier;2;0
193;"LA FÉE CLOCHETTE";"Super rare";Acier;1;1
194;"LA FÉE CLOCHETTE";Commune;Acier;22;0
195;"CE RÊVE BLEU";"Super rare";Acier;0;0
196;DÉCHIQUETÉ;Commune;Acier;30;0
197;"ALLUMEZ LES MÊCHES !";Commune;Acier;25;4
198;"TUONS LA BÊTE !";Rare;Acier;3;0
199;"SENS DESSUS DESSOUS";"Peu commune";Acier;22;0
200;"FRACASSER !";"Peu commune";Acier;14;0
201;"MIROIR DE LA BÊTE";Commune;Acier;28;0
202;"POÊLE À FRIRE";"Peu commune";Acier;14;3
203;"TABARD DE MOUSQUETAIRE";Rare;Acier;12;0
204;"PISTOLET À PLASMA";Rare;Acier;8;1
205;HADES;Enchantée;Ambre;0;0
206;STITCH;Enchantée;Ambre;0;1
207;ELSA;Enchantée;Améthyste;0;0
208;MICKEY;Enchantée;Améthyste;0;0
209;GÉNIE;Enchantée;Émeraude;0;0
210;MICKEY;Enchantée;Émeraude;0;0
211;ALADDIN;Enchantée;Rubis;0;0
212;MAUI;Enchantée;Rubis;0;1
213;AURORE;Enchantée;Saphir;0;0
214;BELLE;Enchantée;Saphir;0;0
215;SIMBA;Enchantée;Acier;0;0
216;"LA FÉE CLOCHETTE";Enchantée;Acier;0;0
4;"Cobra Bubbles";Rare;Ambre;4;0
15;Mulan;Commune;Ambre;8;0
20;Raiponce;Commune;Ambre;7;0
174;Benja;Commune;Acier;4;0
188;"Balais magiques";Commune;Acier;12;0
198;"Fonce !";Commune;Acier;8;1
199;"Perdue dans l'hiver";Commune;Acier;0;0
200;"Choisir son combat";"Peu commune";Acier;3;0
201;"Plus ardent que le feu des volcans";Rare;Acier;0;0
203;"Armure de souris";"Peu commune";Acier;9;0
21;Rolly;"Peu commune";Ambre;7;1
22;"La Fée Clochette";"Peu commune";Ambre;6;0
44;"Balais magiques";"Peu commune";Améthyste;7;1
45;"Balais magiques";Commune;Améthyste;11;1
65;"Le chapeau de sorcier";Rare;Améthyste;0;0
114;Maui;Rare;Rubis;4;1
180;Lythos;"Peu commune";Acier;6;1
187;Pyros;Rare;Acier;0;0
17;Minnie;"Super rare";Ambre;3;0
26;"Retour de Bruno";"Peu commune";Ambre;14;0
29;"J'ai perdu le Nord";"Peu commune";Ambre;12;0
42;Elsa;Rare;Améthyste;3;0
48;"Balais Magiques";Commune;Améthyste;11;0
49;"Balais Magiques";Commune;Améthyste;19;2
53;"Pepa Madrigal";Rare;Améthyste;6;0
61;"La Deuxième Étoile sur la Droite";Rare;Améthyste;6;0
66;"Trident de Triton";"Peu commune";Améthyste;16;0
107;Dingo;Rare;Rubis;0;0
108;Hercule;Commune;Rubis;19;1
110;Khan;"Peu commune";Rubis;11;0
113;Lumière;Rare;Rubis;4;0
115;Mulan;"Peu commune";Rubis;12;1
116;Mulan;Commune;Rubis;15;1
117;Namaari;Rare;Rubis;5;0
120;Pégase;Commune;Rubis;18;1
132;"Médaillons Lestés";"Peu commune";Rubis;11;0
134;"Sphère de Vitalité";Commune;Rubis;18;2
185;"Balais Magiques";Commune;Acier;13;6
186;"Balais Magiques";"Super rare";Acier;5;1
193;Raya;"Super rare";Acier;2;0
197;"Il me reste un espoir";Rare;Acier;8;0
198;"Tous avec moi !";"Peu commune";Acier;10;0
223;Porcinet;"Super rare";Ambre;0;0
223;"Yen Sid";Légendaire;Améthyste;0;0
224;Mulan;Légendaire;Rubis;0;0
225;"Mickey Mouse";Rare;Acier;0;0
223;"Moitié de la Couronne d'Hexasort";Rare;Améthyste;0;0
