card_identifier;name;rarity;magic_ink_colors;got_normal;got_foil
173;Simba;Commune;Acier;15;0
192;Simba;"Peu commune";Acier;11;0
193;Prof;Rare;Acier;0;0
2;Lilo;"Super rare";Ambre;0;0
13;"Jack le Costaud";Rare;Ambre;4;0
19;Nani;Rare;Ambre;3;0
39;Sisu;Commune;Améthyste;9;1
137;B.E.N.;Commune;Saphir;8;2
180;Hercule;Commune;Acier;7;3
195;"Patate chaude";"Peu commune";Acier;5;1
1;Rhino;Rare;"Ambre, Acier";4;0
6;César;Commune;Ambre;11;3
18;Volt;Commune;Ambre;12;0
21;Penny;"Peu commune";"Ambre, Acier";3;1
48;Honeymaren;Commune;Améthyste;11;1
55;Elsa;Commune;Améthyste;10;0
65;Sven;"Peu commune";"Améthyste, Saphir";11;0
72;Anna;"Peu commune";"Améthyste, Saphir";6;0
177;"L’eau a de la mémoire";Commune;Saphir;13;0
178;"La berceuse d'Ahtohallan";Rare;Saphir;1;0
179;"Spirale de Saphir";"Peu commune";Saphir;1;0
181;"Dr. Calico";Commune;Acier;14;1
184;Volt;Commune;Acier;11;2
186;Raya;Rare;Acier;2;0
193;Mulan;Commune;Acier;8;0
204;"Bâton d’entraînement";Commune;Acier;12;0
15;Rhino;Commune;Ambre;10;0
28;Pluto;"Peu commune";"Ambre, Acier";10;0
29;Volt;Rare;"Ambre, Acier";5;0
30;Rhino;"Super rare";"Ambre, Acier";0;0
55;Yelena;Commune;Améthyste;12;1
56;Ryder;Commune;Améthyste;13;2
60;Elsa;Rare;Améthyste;4;0
72;Anna;Rare;"Améthyste, Saphir";2;0
77;"Duel en Forêt";"Peu commune";Améthyste;11;0
78;"Jamais plus des enfants";"Peu commune";Améthyste;8;1
81;"Dans un autre monde";"Super rare";"Améthyste, Saphir";2;0
84;"Pics de glace";"Peu commune";"Améthyste, Saphir";10;0
154;"Seigneur Pélinore";"Peu commune";Saphir;6;1
156;Olaf;Commune;Saphir;12;1
157;Anna;Commune;Saphir;12;0
175;"Nous sommes là pour vous aider";Rare;Saphir;4;0
180;"Cristal atlante";Rare;Saphir;4;0
181;Atitaya;"Peu commune";Acier;9;0
192;Ruzor;"Peu commune";Acier;10;0
197;"Vincenzo Santorini";Rare;Acier;5;1
200;Stitch;Rare;Acier;3;0
202;"Beyond the Horizon";"Peu commune";Acier;4;0
223;Volt;"Super rare";"Ambre, Acier";0;0
224;Elsa;"Super rare";"Améthyste, Saphir";0;0
223;Dingo;Légendaire;Ambre;0;0
224;Pinocchio;Légendaire;Améthyste;0;0
