card_identifier;name;rarity;magic_ink_colors;got_normal;got_foil
139;Anna;Commune;Saphir;15;1
140;"Chef Louis";"Peu commune";Saphir;10;0
141;Daisy;Commune;Saphir;15;0
142;Cri-Kee;Commune;Saphir;15;2
143;Raiponce;Commune;Saphir;14;1
144;"Fergus Mac Picsou";Commune;Saphir;15;2
145;"Li Shang";Commune;Saphir;17;0
146;Génie;Commune;Saphir;14;1
147;Eurêka;"Peu commune";Saphir;9;2
148;"Ichabod Crane";Rare;Saphir;7;0
149;Jasmine;"Peu commune";Saphir;8;0
150;"Judy Hopps";Rare;Saphir;6;1
151;"Le Sultan";Rare;Saphir;5;0
152;"Ichabod Crane";"Peu commune";Saphir;12;0
153;Scar;"Super rare";Saphir;4;0
154;Daisy;Légendaire;Saphir;3;0
155;Cendrillon;Légendaire;Saphir;0;0
156;"Judy Hopps";"Super rare";Saphir;5;0
157;Pluto;"Peu commune";Saphir;10;1
158;Daisy;Rare;Saphir;6;0
159;Kristoff;Rare;Saphir;5;0
160;"Mickey Mouse";Commune;Saphir;16;2
161;"Visions de Tirelire";Commune;Saphir;16;0
162;"Piste prometteuse";Commune;Saphir;15;1
163;"En suivant Fifi, Riri et Loulou";"Peu commune";Saphir;10;2
164;"Frousse soudaine";"Peu commune";Saphir;11;1
165;"Apparition effrayante";Rare;Saphir;5;0
166;"Badge de police";Commune;Saphir;14;2
167;"Amplificateur d'encre";Rare;Saphir;4;1
168;"Baguette de la bonne fée";"Super rare";Saphir;4;0
169;Encre-jet;"Peu commune";Saphir;12;0
170;"Le Château du Seigneur des Ténèbres";Rare;Saphir;6;0
171;"Robin des Bois";Rare;Acier;6;0
172;Donald;Commune;Acier;17;2
173;Goliath;Légendaire;Acier;0;0
174;"Le Cavalier sans tête";"Super rare";Acier;1;0
175;Clawhauser;Commune;Acier;14;0
176;Francine;Commune;Acier;14;2
177;"Inspectrice Tezuka";Commune;Acier;15;1
178;"Nick Wilde";Commune;Acier;15;1
179;Basil;Commune;Acier;14;2
180;Hudson;Commune;Acier;15;0
181;Minnie;Commune;Acier;16;1
182;"Le Héron noir";"Peu commune";Acier;9;2
183;Lexington;"Peu commune";Acier;9;0
184;"David Xanatos";"Peu commune";Acier;9;0
185;"Chef Bogo";Rare;Acier;4;0
186;"Les jumeaux";Commune;Acier;15;2
187;"Nick Wilde";Rare;Acier;6;0
188;"Maire Winddancer";Rare;Acier;6;0
189;"Prince charmant";Légendaire;Acier;1;0
190;Broadway;"Peu commune";Acier;12;1
191;Pluto;Rare;Acier;1;0
192;"La Bonne Fée";"Super rare";Acier;6;0
193;Zeus;"Peu commune";Acier;10;1
194;"Le Cavalier sans tête";Commune;Acier;16;1
195;"Quelle poursuite infernale";Commune;Acier;15;2
196;"Rassembler les indices";Commune;Acier;16;1
197;"Foudroyant d'un éclair";"Peu commune";Acier;9;0
198;"Un complot se prépare";"Peu commune";Acier;10;1
199;"La Reine robot";"Peu commune";Acier;10;0
200;"L'épée d'Hercule";Rare;Acier;5;0
201;"Mécanisme très ingénieux";Rare;Acier;5;0
202;"Tunnels de l'Illuminarium";"Super rare";Acier;5;0
203;Zootopie;"Peu commune";Acier;10;1
204;"Château de Wyvern";Rare;Acier;4;0
205;Dingo;Épique;Ambre;0;1
206;Gaston;Épique;Ambre;0;0
207;"Le Cavalier attaque !";Épique;Ambre;0;1
208;Elsa;Épique;Améthyste;0;1
209;Merlin;Épique;Améthyste;0;1
210;"Le Seigneur des Ténèbres";Épique;Améthyste;0;0
211;Zaza;Épique;Émeraude;0;0
212;Kaa;Épique;Émeraude;0;0
213;Mégara;Épique;Émeraude;0;1
214;"La Fée Clochette";Épique;Rubis;0;0
215;Mulan;Épique;Rubis;0;0
216;Aladdin;Épique;Rubis;0;0
217;Daisy;Épique;Saphir;0;1
218;Kristoff;Épique;Saphir;0;0
219;"Frousse soudaine";Épique;Saphir;0;0
220;Minnie;Épique;Acier;0;0
221;"Robin des Bois";Épique;Acier;0;0
222;"Foudroyant d'un éclair";Épique;Acier;0;0
223;Dingo;Enchantée;Ambre;0;0
224;Simba;Enchantée;Ambre;0;0
225;"Le Chaudron magique";Enchantée;Ambre;0;0
226;"Le Seigneur des Ténèbres";Enchantée;Améthyste;0;0
227;Démona;Enchantée;Améthyste;0;0
228;"Je ne mentirai plus jamais";Enchantée;Améthyste;0;0
229;Zaza;Enchantée;Émeraude;0;0
230;Baloo;Enchantée;Émeraude;0;0
231;"Malin, méchant, vilain";Enchantée;Émeraude;0;0
232;"Le Cavalier sans tête";Enchantée;Rubis;0;0
233;"Madame de Trémaine";Enchantée;Rubis;0;1
234;"Prochaine étape, l’Olympe !";Enchantée;Rubis;0;0
235;"Judy Hopps";Enchantée;Saphir;0;0
236;Cendrillon;Enchantée;Saphir;0;0
237;"Apparition effrayante";Enchantée;Saphir;0;0
238;Goliath;Enchantée;Acier;0;0
239;"Nick Wilde";Enchantée;Acier;0;0
240;"L'épée d'Hercule";Enchantée;Acier;0;0
241;Ariel;Iconique;Ambre;0;0
242;Hadès;Iconique;Améthyste;0;0
24;Daisy;Enchantée;Saphir;0;0
