card_identifier;name;rarity;magic_ink_colors;got_normal;got_foil
85;"Buzz l'Éclair";Rare;Émeraude;4;0
86;Elinor;"Super rare";Émeraude;0;0
87;"Lyle Tiberius Rourke";"Peu commune";Émeraude;10;1
88;"Amadou Gentil";Commune;Émeraude;14;2
89;Merida;Rare;Émeraude;5;0
90;"La Reine";Légendaire;Émeraude;2;1
91;"Buzz l'Éclair";Légendaire;Émeraude;2;0
92;"Cruella d'Enfer";Rare;Émeraude;3;1
93;"Helga Sinclair";Rare;Émeraude;5;1
94;"Le chasseur";"Peu commune";Émeraude;9;0
95;"Étrange Bazar";"Peu commune";Émeraude;9;1
96;Sabotage;Commune;Émeraude;14;0
97;"Famille dispersée";"Super rare";Émeraude;4;0
98;"Bras de Buzz";"Peu commune";Émeraude;10;1
99;"Le Grappin";Rare;Émeraude;5;1
100;Gyro-Evac;"Peu commune";Émeraude;10;1
101;"Arc de Merida";Commune;Émeraude;14;0
102;"Pizza Planet";Rare;Émeraude;6;0
103;"Lyle Tiberius Rourke";Rare;Rubis;6;1
104;"M. Indestructible";Commune;Rubis;15;0
105;"Lyle Tiberius Rourke";Commune;Rubis;15;0
106;Pégase;Commune;Rubis;15;0
107;"Audrey Ramirez";Commune;Rubis;15;0
108;"Milo Thatch";Commune;Rubis;14;2
109;Zeus;"Peu commune";Rubis;11;1
110;"Preston Whitmore";Commune;Rubis;15;0
111;"Jingle Joe";Commune;Rubis;15;1
112;"La grenouille";Commune;Rubis;14;1
113;"Roller Bob";"Peu commune";Rubis;10;0
114;"La Main dans la Boîte";"Peu commune";Rubis;9;0
115;Daisy;"Peu commune";Rubis;10;1
116;Rouky;"Peu commune";Rubis;11;1
117;"Jebidiah Farnsworth";"Peu commune";Rubis;9;0
118;"Flèche Parr";"Peu commune";Rubis;10;0
119;"Tête de bébé";Rare;Rubis;1;0
120;Canard;Rare;Rubis;4;0
121;"Jack-Jack Parr";"Super rare";Rubis;3;0
122;"La Reine de Cœur";Rare;Rubis;5;1
123;Hercule;"Super rare";Rubis;3;1
124;"Vincenzo Santorini";Rare;Rubis;5;0
125;"Le Léviathan";"Super rare";Rubis;2;0
126;"Sid Phillips";Légendaire;Rubis;2;0
127;"M. Indestructible";Légendaire;Rubis;4;0
128;"La poupée ptérodactyle";Commune;Rubis;15;2
129;"Force intérieure";Commune;Rubis;15;2
130;"Essaim de lucioles";"Peu commune";Rubis;10;1
131;"Je pourrais m'envoler";Commune;Rubis;14;0
132;Super-héroïsme;Rare;Rubis;4;1
133;"Plan dangereux";Commune;Rubis;14;2
134;"Invocateur d’Encre d’Amazu";"Peu commune";Rubis;10;1
135;"Terres d'encres reculées";Rare;Rubis;4;1
136;"Antre du Léviathan";Rare;Rubis;4;1
137;"Robin des Bois";Commune;Saphir;14;0
138;"Prince charmant";Commune;Saphir;15;2
139;Pimprenelle;"Peu commune";Saphir;4;0
140;Pâquerette;Commune;Saphir;15;2
141;Flora;Rare;Saphir;6;1
142;"Mirabel Madrigal";Commune;Saphir;14;1
143;Syndrome;Commune;Saphir;15;0
144;Kida;Commune;Saphir;13;1
145;Gadget;"Super rare";Saphir;4;1
146;"Professeur Nimnul";"Peu commune";Saphir;10;1
147;Gadget;Commune;Saphir;15;0
148;Ruzor;"Peu commune";Saphir;9;0
149;"Edna Mode";Rare;Saphir;5;0
150;Ruzor;"Super rare";Saphir;4;0
151;"Luisa Madrigal";"Peu commune";Saphir;11;0
152;"Irma Tièregrise";Commune;Saphir;15;1
153;"Isabela Madrigal";"Super rare";Saphir;4;0
154;"Bruno Madrigal";Rare;Saphir;5;1
155;Cendrillon;Rare;Saphir;5;0
156;"Bruno Madrigal";Commune;Saphir;15;2
157;Kida;Rare;Saphir;2;0
158;Kashekim;"Peu commune";Saphir;9;1
159;Minnie;"Peu commune";Saphir;9;1
160;Kida;Légendaire;Saphir;2;0
161;Ursula;Légendaire;Saphir;5;0
162;"On leur coupera la tête";Commune;Saphir;14;1
163;"Que sais-je faire d’autre ?";Rare;Saphir;5;0
164;"Plan d’évasion";Rare;Saphir;5;0
165;"Réparations de fortune";"Peu commune";Saphir;10;1
166;"Arepas de Julieta";Commune;Saphir;15;0
167;Socissoplane;Rare;Saphir;4;0
168;"Lunettes de Gadget";"Peu commune";Saphir;9;1
169;"Le Manuscrit du Berger";"Peu commune";Saphir;11;1
170;"Casa Madrigal";Commune;Saphir;14;0
171;Pocahontas;Rare;Acier;3;0
172;Syndrome;"Super rare";Acier;3;2
173;Omnidroïde;Commune;Acier;15;1
174;Angus;Commune;Acier;14;2
175;Fergus;Commune;Acier;15;1
176;"Le Petit Dingwall";Commune;Acier;15;0
177;Indestructiboy;Commune;Acier;14;0
178;"Violette Parr";Commune;Acier;15;2
179;"Mme Indestructible";Commune;Acier;15;2
180;"Le fils Macintosh";Commune;Acier;14;1
181;"Seigneur Macintosh";"Peu commune";Acier;9;1
182;Catox;Commune;Acier;14;2
183;"Rat Capone";Commune;Acier;15;0
184;Omnidroïde;"Peu commune";Acier;11;1
185;"M. Indestructible";"Peu commune";Acier;9;0
186;"Seigneur Dingwall";"Peu commune";Acier;10;1
187;Catox;Rare;Acier;5;1
188;Maude;"Peu commune";Acier;10;1
189;Dingo;"Peu commune";Acier;9;1
190;Omnidroïde;Rare;Acier;3;1
191;Merida;Légendaire;Acier;0;0
192;"John Smith";Rare;Acier;6;0
193;Robotik;Rare;Acier;5;0
194;Fergus;"Super rare";Acier;5;0
195;"Mme Indestructible";Légendaire;Acier;3;0
196;Diablo;"Super rare";Acier;4;0
197;"Triple flèche";"Peu commune";Acier;10;1
198;"Cartes bonus";"Peu commune";Acier;10;1
199;"Vers le ciel";Rare;Acier;4;0
200;"Ventouse au harpon";Commune;Acier;15;0
201;"Télécommande de Syndrome";Rare;Acier;6;2
202;"Porte du Club";"Peu commune";Acier;10;0
203;"Club de Catox";Commune;Acier;15;1
204;"Île de Nomanisan";Rare;Acier;6;0
205;Woody;Épique;Ambre;0;1
206;Rex;Épique;Ambre;0;2
207;"Isabela Madrigal";Épique;Ambre;0;0
208;Mirage;Épique;Améthyste;0;1
209;"Edna Mode";Épique;Améthyste;0;0
210;Prof;Épique;Améthyste;0;1
211;"Buzz l'Éclair";Épique;Émeraude;0;0
212;Donald;Épique;Émeraude;0;2
213;Merida;Épique;Émeraude;0;0
214;"Lyle Tiberius Rourke";Épique;Rubis;0;1
215;"M. Indestructible";Épique;Rubis;0;1
216;Daisy;Épique;Rubis;0;1
217;Kida;Épique;Saphir;0;1
218;"Bruno Madrigal";Épique;Saphir;0;1
219;Minnie;Épique;Saphir;0;0
220;Pocahontas;Épique;Acier;0;0
221;Indestructiboy;Épique;Acier;0;1
222;"Triple flèche";Épique;Acier;0;1
223;Jessie;Enchantée;Ambre;0;1
224;"Isabela Madrigal";Enchantée;Ambre;0;0
225;"Je suis ton ami";Enchantée;Ambre;0;0
226;Frozone;Enchantée;Améthyste;0;0
227;"Luisa Madrigal";Enchantée;Améthyste;0;0
228;"Tapisserie familiale de DunBroch";Enchantée;Améthyste;0;0
229;Alien;Enchantée;Émeraude;0;0
230;"Milo Thatch";Enchantée;Émeraude;0;0
231;"Famille dispersée";Enchantée;Émeraude;0;0
232;"Jack-Jack Parr";Enchantée;Rubis;0;0
233;"Le Léviathan";Enchantée;Rubis;0;0
234;"M. Indestructible";Enchantée;Rubis;0;0
235;Ruzor;Enchantée;Saphir;0;1
236;Kida;Enchantée;Saphir;0;0
237;"Que sais-je faire d’autre ?";Enchantée;Saphir;0;0
238;Syndrome;Enchantée;Acier;0;0
239;"Mme Indestructible";Enchantée;Acier;0;0
240;"Vers le ciel";Enchantée;Acier;0;0
241;"Buzz l'Éclair";Iconique;Émeraude;0;0
242;Merida;Iconique;Acier;0;0
