card_identifier;name;rarity;magic_ink_colors;got_normal;got_foil
110;"Ninou Gatine";Commune;Rubis;15;1
111;Daisy;Commune;Rubis;14;2
112;"Mickey Mouse";Commune;Rubis;13;1
113;Ratigan;Commune;Rubis;13;3
114;"Taffyta Crème Brûlée";Commune;Rubis;15;0
115;Denahi;Rare;Rubis;6;0
116;Pat;"Super rare";Rubis;4;0
117;"Taffyta Crème Brûlée";"Peu commune";Rubis;11;1
118;"Robin des Bois";Légendaire;Rubis;0;0
119;Gaston;Rare;Rubis;3;0
120;Pat;Commune;Rubis;19;0
121;Arthur;"Peu commune";Rubis;7;1
122;Donald;Commune;Rubis;15;1
123;Ratigan;Rare;Rubis;7;0
124;"Vanellope von Schweetz";Rare;Rubis;3;0
125;Simba;Commune;Rubis;14;0
126;Minnie;"Peu commune";Rubis;9;0
127;"Se libérer";Commune;Rubis;12;0
128;"La fin est proche";Commune;Rubis;13;0
129;"Endors-toi sans peine";Rare;Rubis;5;0
130;"Glimmer contre Glimmer";"Peu commune";Rubis;10;1
131;"Qui est avec moi ?";"Super rare";Rubis;2;0
132;"Potion de puissance";Commune;Rubis;14;1
133;"L'Épée libérée";Rare;Rubis;6;0
134;"Chromicône de Rubis";"Peu commune";Rubis;12;3
135;"Piste de Sugar Rush";Rare;Rubis;4;0
136;"Fête de Ratigan";"Peu commune";Rubis;8;1
137;"Sa Sucrerie";Commune;Saphir;13;1
138;Chaca;Commune;Saphir;14;1
139;"La Reine";Commune;Saphir;15;1
140;"Balthazar Picsou";Rare;Saphir;1;0
141;"Prince Jean";Commune;Saphir;16;2
142;Merlin;Commune;Saphir;13;2
143;Pacha;"Peu commune";Saphir;10;1
144;"La Reine";"Super rare";Saphir;9;0
145;"Shérif de Nottingham";Rare;Saphir;6;0
146;Chicha;Rare;Saphir;3;0
147;"Prince Jean";"Super rare";Saphir;1;0
148;"La Reine";Rare;Saphir;6;2
149;Kuzco;"Super rare";Saphir;4;0
150;Mufasa;Légendaire;Saphir;0;0
151;"Ludwig von Drake";"Peu commune";Saphir;10;0
152;Minnie;Commune;Saphir;18;0
153;Basil;Commune;Saphir;14;0
154;"Sa Sucrerie";"Peu commune";Saphir;9;1
155;Donald;Commune;Saphir;14;1
156;Nanaka;Commune;Saphir;12;3
157;Tipo;"Peu commune";Saphir;3;0
158;Belle;Rare;Saphir;4;0
159;Merlin;Légendaire;Saphir;0;0
160;"Vision de l'Avenir";Commune;Saphir;14;0
161;"Caprice royal";Rare;Saphir;3;0
162;"Rien n'est plus pareil";Commune;Saphir;13;2
163;Cachez-vous;"Peu commune";Saphir;8;0
164;"Je ne m'amuse plus du tout";"Peu commune";Saphir;11;2
165;"Médaille des Héros";Commune;Saphir;16;0
166;"Loupe de Basil";Rare;Saphir;4;1
167;"Sac de voyage de Merlin";"Peu commune";Saphir;12;0
168;"Chromicône de Saphir";"Peu commune";Saphir;11;2
169;"Le grand Illuminarium";Rare;Saphir;4;0
170;"Chaumière de Merlin";"Peu commune";Saphir;7;0
171;Stitch;"Peu commune";Acier;8;1
172;Jafar;Légendaire;Acier;0;0
173;Simba;Commune;Acier;15;0
174;Rudy;Commune;Acier;13;3
175;"Garde royal";Commune;Acier;13;0
176;"Mickey Mouse";Commune;Acier;10;0
177;Dormeur;"Peu commune";Acier;12;1
178;Kronk;Commune;Acier;13;2
179;Heihei;Commune;Acier;17;1
180;Atchoum;Commune;Acier;13;3
181;Simplet;Commune;Acier;15;2
182;Namaari;Rare;Acier;4;0
183;Blanche-Neige;"Super rare";Acier;4;0
184;Yzma;Rare;Acier;3;0
185;Kronk;"Super rare";Acier;3;1
186;Grincheux;"Super rare";Acier;4;0
187;Pat;Rare;Acier;4;0
188;"Seigneur Hector";Rare;Acier;6;0
189;Timide;"Peu commune";Acier;9;1
190;Arthur;"Peu commune";Acier;6;0
191;Joyeux;Commune;Acier;14;1
192;Simba;"Peu commune";Acier;11;0
193;Prof;Rare;Acier;0;0
194;Arthur;Légendaire;Acier;0;0
195;Pat;"Peu commune";Acier;0;0
196;"Tir à la corde";Rare;Acier;4;0
197;"Où est la vraie vie ?";Commune;Acier;16;0
198;"Éviter le canardage";Commune;Acier;14;0
199;"Bataille de nourriture !";"Peu commune";Acier;9;2
200;"Bouclier d'Arendelle";Commune;Acier;14;1
201;"Armure de plaques";Rare;Acier;4;0
202;"Chromicône d'Acier";"Peu commune";Acier;9;0
203;"Méchants anonymes";Rare;Acier;5;0
204;"Mine des sept Nains";"Peu commune";Acier;5;0
205;"Prince Naveen";Enchantée;Ambre;0;0
206;"Vanellope von Schweetz";Enchantée;Ambre;0;0
207;Ranimer;Enchantée;Ambre;0;0
208;Archimède;Enchantée;Améthyste;0;0
209;Olaf;Enchantée;Améthyste;0;0
210;"Qui trouve, garde";Enchantée;Améthyste;0;0
211;Clarabelle;Enchantée;Émeraude;0;0
212;Scar;Enchantée;Émeraude;0;0
213;"Pour les hommes";Enchantée;Émeraude;0;0
214;Donald;Enchantée;Rubis;0;0
215;"Robin des Bois";Enchantée;Rubis;0;0
216;"Fête de Ratigan";Enchantée;Rubis;0;0
217;Mufasa;Enchantée;Saphir;0;0
218;"Sa Sucrerie";Enchantée;Saphir;0;0
219;"Caprice royal";Enchantée;Saphir;0;0
220;Blanche-Neige;Enchantée;Acier;0;0
221;Arthur;Enchantée;Acier;0;0
222;"Méchants anonymes";Enchantée;Acier;0;0
223;"Moitié de la Couronne d'Hexasort";Rare;Améthyste;0;0
7;"Mirabel Madrigal";Enchantée;Ambre;0;0
