card_identifier;name;rarity;magic_ink_colors;got_normal;got_foil
50;"Domestique Magique";"Peu commune";Améthyste;12;0
51;Guimauve;"Peu commune";Améthyste;15;0
52;"Madame Samovar";Rare;Améthyste;4;0
53;"Pepa Madrigal";Rare;Améthyste;6;0
54;"Peter Pan";"Super rare";Améthyste;0;0
55;Pico;Commune;Améthyste;18;2
56;Tic-Tac;Commune;Améthyste;21;0
57;Ursula;"Peu commune";Améthyste;7;0
58;Ursula;Légendaire;Améthyste;0;0
59;"Yen Sid";Légendaire;Améthyste;0;0
60;"Pauvres âmes en perdition";Commune;Améthyste;20;2
61;"La Deuxième Étoile sur la Droite";Rare;Améthyste;6;0
62;"Passer à l'action";Commune;Améthyste;23;2
63;"Plan d'Ursula";"Peu commune";Améthyste;13;0
64;"Rose mystique";Rare;Améthyste;7;0
65;Rose-Lanterne;Commune;Améthyste;16;2
66;"Trident de Triton";"Peu commune";Améthyste;16;0
67;"Casa Madrigal";Commune;Améthyste;17;0
68;"Le Repaire d'Ursula";Rare;Améthyste;4;0
69;Cri-Kee;Rare;Émeraude;4;1
70;Diablo;Légendaire;Émeraude;0;0
71;Diablo;Commune;Émeraude;20;1
72;Gunther;Commune;Émeraude;21;2
73;Gus;Commune;Émeraude;20;2
74;Hadès;Légendaire;Émeraude;0;0
75;Heihei;"Peu commune";Émeraude;16;0
76;Héra;Rare;Émeraude;1;0
77;Jac;Commune;Émeraude;19;3
78;Jasmine;Rare;Émeraude;5;0
79;Mégara;Commune;Émeraude;12;3
80;Mégara;"Peu commune";Émeraude;8;0
81;Peine;"Peu commune";Émeraude;8;0
82;Panique;"Peu commune";Émeraude;6;0
83;Pégase;"Peu commune";Émeraude;3;0
84;Pégase;Commune;Émeraude;4;0
85;Pat;"Super rare";Émeraude;5;0
86;Pat;"Peu commune";Émeraude;12;0
87;"Prince Philippe";"Super rare";Émeraude;5;0
88;"Prince Philippe";Rare;Émeraude;5;1
89;"Les Moires";Commune;Émeraude;16;2
90;"Les Muses";Rare;Émeraude;0;0
91;Tor;Commune;Émeraude;16;2
92;Zeus;"Super rare";Émeraude;0;0
93;"Esquive !";Commune;Émeraude;22;4
94;"Concocter la Potion";Commune;Émeraude;16;1
95;"Sous l'océan";Rare;Émeraude;6;0
96;"Ruse d'Ursula";"Peu commune";Émeraude;14;0
97;"Ne parlons pas de Bruno";Rare;Émeraude;0;0
98;"Invocateur d'encre caché";Commune;Émeraude;17;1
99;"Contrat signé";"Peu commune";Émeraude;14;0
100;"Plaque de vision";"Peu commune";Émeraude;12;0
101;"La crique cachée";Commune;Émeraude;16;0
102;"Jardin d'Ursula";Rare;Émeraude;6;0
103;"La Bête";"Peu commune";Rubis;11;0
104;Benja;Commune;Rubis;18;3
105;"Fa Zhou";Commune;Rubis;20;2
106;"Flynn Rider";"Super rare";Rubis;0;0
107;Dingo;Rare;Rubis;0;0
108;Hercule;Commune;Rubis;19;1
109;Hercule;"Peu commune";Rubis;14;0
110;Khan;"Peu commune";Rubis;11;0
111;"Li Shang";Commune;Rubis;17;0
112;"Li Shang";"Peu commune";Rubis;10;0
113;Lumière;Rare;Rubis;3;0
114;Mulan;Légendaire;Rubis;0;0
115;Mulan;"Peu commune";Rubis;12;1
116;Mulan;Commune;Rubis;15;1
117;Namaari;Rare;Rubis;5;0
118;Nessus;"Peu commune";Rubis;14;0
119;"Bébé Noï";"Super rare";Rubis;6;0
120;Pégase;Commune;Rubis;18;1
121;Raya;"Super rare";Rubis;5;0
122;Raya;Commune;Rubis;18;0
123;Sisu;"Peu commune";Rubis;4;0
124;Sisu;Rare;Rubis;0;0
125;Sisu;Légendaire;Rubis;0;0
126;Tong;Commune;Rubis;20;3
127;"Tuk Tuk";Rare;Rubis;5;0
128;"La vie d'un pirate";"Peu commune";Rubis;12;0
129;"Un roi incontesté";Rare;Rubis;2;0
130;Bagarre;Commune;Rubis;1;0
131;"Décret Impérial";Rare;Rubis;6;0
132;"Médaillons Lestés";"Peu commune";Rubis;11;0
133;"La Planche";Commune;Rubis;18;0
134;"Sphère de Vitalité";Commune;Rubis;18;2
135;"Le Canard Boiteux";Rare;Rubis;3;0
136;"Terrains d'Entraînement";Commune;Rubis;17;2
137;Anna;Commune;Saphir;17;0
138;Anna;"Super rare";Saphir;3;0
139;Ariel;"Super rare";Saphir;0;0
140;Aurore;"Super rare";Saphir;3;0
141;Aurore;Commune;Saphir;18;2
142;"Dang Hu";Rare;Saphir;6;0
143;"Fa Li";Commune;Saphir;16;2
144;Polochon;"Peu commune";Saphir;12;0
145;Hadès;"Peu commune";Saphir;14;0
146;Hans;Commune;Saphir;19;1
147;Iduna;"Peu commune";Saphir;13;0
148;"John Silver";Rare;Saphir;4;0
149;Olaf;"Peu commune";Saphir;13;0
150;Olaf;Commune;Saphir;19;2
151;Pascal;Commune;Saphir;17;2
152;"Prince Philippe";Rare;Saphir;6;0
153;Raiponce;Rare;Saphir;5;0
154;Eurêka;"Peu commune";Saphir;5;0
155;Sisu;"Peu commune";Saphir;13;0
156;"La Reine";Légendaire;Saphir;0;0
157;"Chef Transformé";Commune;Saphir;16;0
158;Triton;Légendaire;Saphir;0;0
159;Triton;Rare;Saphir;7;2
160;Triton;"Peu commune";Saphir;11;0
161;"Tuk Tuk";Commune;Saphir;22;2
162;"Creuse encore et encore";"Peu commune";Saphir;12;0
163;Glaner;Commune;Saphir;17;0
164;"J'en ai Rêvé";Commune;Saphir;16;1
165;"Tous ces Secrets";Rare;Saphir;5;0
166;"Champ de Glace";Rare;Saphir;5;0
167;"Grand Dragon de Pierre";"Peu commune";Saphir;8;0
168;"Bloc de Glace";Commune;Saphir;14;2
169;"La Grotte d'Ariel";Rare;Saphir;6;0
170;"Camp d'Hiver";Commune;Saphir;19;0
171;Aladdin;"Peu commune";Acier;8;0
172;Aladdin;Commune;Acier;21;6
173;Argès;Commune;Acier;15;4
174;Ariel;Commune;Acier;19;3
175;Ariel;"Super rare";Acier;0;0
176;"La Bête";Commune;Acier;15;7
177;"Chi Fu";"Peu commune";Acier;13;0
178;Chien-Po;Commune;Acier;26;2
179;Donald;Légendaire;Acier;0;0
180;Hercule;Rare;Acier;0;0
181;"Le Fou";Rare;Acier;5;0
182;"Li Shang";"Peu commune";Acier;13;0
183;Ling;"Peu commune";Acier;15;0
184;"Luisa Madrigal";Commune;Acier;18;4
185;"Balais Magiques";Commune;Acier;13;6
186;"Balais Magiques";"Super rare";Acier;4;0
187;"Mickey Mouse";Rare;Acier;1;0
188;"Mickey Mouse";Commune;Acier;14;4
189;Mulan;"Peu commune";Acier;12;0
190;Philoctète;Rare;Acier;0;0
191;Porcinet;Légendaire;Acier;0;0
192;Rajah;Rare;Acier;4;0
193;Raya;"Super rare";Acier;1;0
194;Yao;Commune;Acier;24;5
195;Avalanche;"Peu commune";Acier;10;0
196;"Ils cassent en deux comme je veux";"Peu commune";Acier;12;0
197;"Il me reste un espoir";Rare;Acier;8;0
198;"Tous avec moi !";"Peu commune";Acier;10;0
199;"Décret de Triton";Commune;Acier;19;5
200;"Sphère d'endurance";Commune;Acier;8;2
201;"Arc Impérial";"Peu commune";Acier;10;0
202;"Canon du RLS Héritage";Rare;Acier;8;0
203;"La Muraille";Rare;Acier;6;0
204;Thèbes;Commune;Acier;20;5
205;Cendrillon;Enchantée;Ambre;0;0
206;Minnie;Enchantée;Ambre;0;0
207;"On est une Famille";Enchantée;Ambre;0;0
208;Ursula;Enchantée;Améthyste;0;0
209;"Yen Sid";Enchantée;Améthyste;0;0
210;"La Deuxième Étoile sur la Droite";Enchantée;Améthyste;0;0
211;Diablo;Enchantée;Émeraude;0;0
212;Jasmine;Enchantée;Émeraude;0;0
213;"Ne parlons pas de Bruno";Enchantée;Émeraude;0;0
214;Dingo;Enchantée;Rubis;0;0
215;Sisu;Enchantée;Rubis;0;0
216;"Le Canard Boiteux";Enchantée;Rubis;0;0
217;Anna;Enchantée;Saphir;0;0
218;"La Reine";Enchantée;Saphir;0;0
219;"La Grotte d'Ariel";Enchantée;Saphir;0;0
220;Ariel;Enchantée;Acier;0;0
221;Porcinet;Enchantée;Acier;0;0
222;"La Muraille";Enchantée;Acier;0;0
223;"Yen Sid";Légendaire;Améthyste;0;0
224;Mulan;Légendaire;Rubis;0;0
225;"Mickey Mouse";Rare;Acier;0;0
38;Ursula;Enchantée;Améthyste;0;0
