card_identifier;name;rarity;magic_ink_colors;got_normal;got_foil
166;"Puce de soins de Baymax";Commune;Saphir;11;0
167;microrobots;"Peu commune";Saphir;5;0
168;"Jumbo Pop";Commune;Saphir;9;0
169;"Sous-marin des Rangers du Risque";Rare;Saphir;4;0
170;"Institut de Technologie";Commune;Saphir;7;2
171;Kakamora;Commune;Acier;13;1
172;Kakamora;Rare;Acier;3;0
173;"Jim Hawkins";Commune;Acier;8;2
174;"Mister Big";Rare;Acier;2;0
175;"Monsieur Mouche";"Peu commune";Acier;8;0
176;"Monsieur Mouche";"Super rare";Acier;8;0
177;Mullins;Commune;Acier;10;0
178;Kohut;Commune;Acier;11;1
179;"Le Roi Hubert";Commune;Acier;8;0
180;Hercule;Commune;Acier;8;3
181;"John Silver";Commune;Acier;8;3
182;"Monsieur Arrow";Commune;Acier;8;0
183;"Jim Hawkins";"Peu commune";Acier;6;0
184;"Tuk Tuk";"Peu commune";Acier;5;2
185;"Billy Bones";"Peu commune";Acier;9;0
186;Pluto;"Peu commune";Acier;1;0
187;"Mickey Mouse";"Peu commune";Acier;7;1
188;"Cobra Bubbles";Rare;Acier;5;1
189;Gantu;Rare;Acier;2;0
190;"Ralph la Casse";Légendaire;Acier;0;0
191;Calhoun;Rare;Acier;0;0
192;"Capitaine Amélia";"Super rare";Acier;3;0
193;Jafar;"Super rare";Acier;3;0
194;"John Silver";Légendaire;Acier;0;0
195;"Patate chaude";"Peu commune";Acier;5;1
196;"Un homme libre";Commune;Acier;8;1
197;"Tir jumelé";Commune;Acier;10;0
198;"Embuscade !";Rare;Acier;2;1
199;"Situation regrettable";"Peu commune";Acier;7;0
200;"Cœur du détecteur du roi";Rare;Acier;4;0
201;"Mannequin d'entraînement";"Peu commune";Acier;5;0
202;"Lunettes de soleil";Commune;Acier;11;1
203;"Montagne au trésor";Rare;Acier;4;0
204;"Chambre du Conseil galactique";Commune;Acier;10;1
205;"Tic et Tac";Enchantée;Ambre;0;0
206;Tiana;Enchantée;Ambre;0;0
207;"Piste de Sugar Rush";Enchantée;Ambre;0;0
208;Rafiki;Enchantée;Améthyste;0;0
209;Yzma;Enchantée;Améthyste;0;0
210;"Sceptre de Maléfique";Enchantée;Améthyste;0;0
211;Daisy;Enchantée;Émeraude;0;0
212;Basil;Enchantée;Émeraude;0;0
213;"Tu es revenu";Enchantée;Émeraude;0;0
214;Raya;Enchantée;Rubis;0;0
215;Tigrou;Enchantée;Rubis;0;0
216;"Poser des îles sur l'océan";Enchantée;Rubis;0;0
217;Gadget;Enchantée;Saphir;0;0
218;Baymax;Enchantée;Saphir;0;0
219;"We Could Be Immortals";Enchantée;Saphir;0;0
220;"Ralph la Casse";Enchantée;Acier;0;0
221;"Capitaine Amélia";Enchantée;Acier;0;0
222;"Montagne au trésor";Enchantée;Acier;0;0
14;Scar;Enchantée;Rubis;0;0
