card_identifier;name;rarity;magic_ink_colors;got_normal;got_foil
176;"Belle Marianne";"Super rare";"Saphir, Acier";5;0
177;"L’eau a de la mémoire";Commune;Saphir;11;0
178;"La berceuse d'Ahtohallan";Rare;Saphir;3;1
179;"Spirale de Saphir";"Peu commune";Saphir;4;0
180;"Chargeur de Baymax";Commune;Saphir;12;0
181;"Dr. Calico";Commune;Acier;10;1
182;Akela;Commune;Acier;9;0
183;"Helga Sinclair";"Peu commune";Acier;7;1
184;Volt;Commune;Acier;10;2
185;Heihei;Commune;Acier;10;1
186;Raya;Rare;Acier;2;0
187;"Tuk Tuk";Rare;Acier;4;0
188;"Fa Zhou";Rare;Acier;4;1
189;Razoul;Commune;Acier;11;1
190;Jafar;Commune;Acier;9;1
191;Tic-Tac;Commune;Acier;11;1
192;Kakamora;Commune;Acier;10;1
193;Mulan;Commune;Acier;6;0
194;Orville;Commune;Acier;10;1
195;"Miss Bianca";Commune;Acier;11;1
196;Mufasa;"Peu commune";Acier;7;0
197;Aladdin;Rare;Acier;4;1
198;Bagheera;Légendaire;Acier;0;0
199;Gantu;"Super rare";Acier;2;0
200;"Mickey Mouse";Légendaire;Acier;0;0
201;"Reconstruire l’Atlantide";Rare;Acier;4;0
202;"Les problèmes vont par paire";"Peu commune";Acier;6;2
203;"Spirale d’acier";"Peu commune";Acier;7;0
204;"Bâton d’entraînement";Commune;Acier;11;0
205;Aurore;Enchantée;Ambre;0;0
206;"Mirabel Madrigal";Enchantée;"Ambre, Améthyste";0;0
207;Volt;Enchantée;"Ambre, Acier";0;0
208;"La Pantoufle de verre";Enchantée;Ambre;0;0
209;Donald;Enchantée;Améthyste;0;0
210;Jafar;Enchantée;"Améthyste, Acier";0;0
211;"Montre-m’en davantage !";Enchantée;Améthyste;0;0
212;Clochard;Enchantée;Émeraude;0;0
213;"Le Chapelier Fou";Enchantée;"Émeraude, Rubis";0;0
214;"Hiro Hamada";Enchantée;"Émeraude, Saphir";0;0
215;"Le retour d’Hercule";Enchantée;Émeraude;0;0
216;Ratigan;Enchantée;Rubis;0;0
217;Belle;Enchantée;"Rubis, Saphir";0;0
218;"Le Diamant Œil-du-Diable";Enchantée;Rubis;0;0
219;Tamatoa;Enchantée;Saphir;0;0
220;"La berceuse d'Ahtohallan";Enchantée;Saphir;0;0
221;"Mickey Mouse";Enchantée;Acier;0;0
222;"Reconstruire l’Atlantide";Enchantée;Acier;0;0
24B;"Hiro Hamada";Enchantée;"Émeraude, Saphir";0;0
